0F3A0074508792B85
26,641007023,0,F23EED0A8CB792A8D2E260E8C8C9A23A6351E6EF
26,641007024,0,848EC1EBB8B3B0B362914D31BBB71C68B75F9499
26,641007025,0,54EC487E7662C322E122E41CB495034A173AADAC
26,641007026,0,0D482EE1A2AFEC1D22674AF424BA30CC85F73A60
26,641007027,0,5B4DCD7BFF832F9214310C3DDB7805D3B245A115
26,641007028,0,578B545266FEB9E5BBAE6F781151FBD53D4CDAA2
26,641007029,0,812F6DF993F12E01D6ACDCA035101F9666E7812E
26,641007030,0,D281BF3D1CAC813E8E560961DD7E32C144345966
26,641007031,0,6B16061310A473B714A0D164EF5A022D1055C982
26,641007032,0,7996E73188CEC234BD171089AE0058906A913FA3
26,641007033,0,726C0363CCA6E2B8A40F9AE10EF0453D67FE8427
26,641007034,0,86279CBB9D26610026218068DEA5EE288AE4B292
26,641007035,0,2E67172B59E76276E647D5DEB64ACC1FA68BFCDA
26,641007036,0,BA836BD491717919E222EBDB2FB987B595EBD082
26,641007037,0,D5AA07CF181C15629AF53412F75C7BF6A5A5EE71
26,641007038,0,480053B5E0B5481BF3BB396D8B4BA1B2A7D097D8
26,641007039,0,84A09AFF1D779D7417E9C8DD6C46141672331ABE
26,641007040,0,0A6D4A90EEF3575FDE1F6EF082F0B273F7CAFE76
26,641007041,0,CF1B1876103D665310D3AF02DB0C6E23D928AB38
26,641007042,0,980DCFF6E98F28EB8AA7F0722D87A6545C273D81
26,641007043,0,D93F554AE98F9D2EFF86BCF683903A20B6975A22
26,641007044,0,83E7040A4F6876A5F4EBCB7E4071174B25EBA389
26,641007045,0,52AC0F08FDFE8576733EF7309D99774B9624A988
26,641007046,0,EE0B896CE1A8F6020553170ED648106FE44DE54E
26,641007047,0,035B08CF0E656509CD6F9CF426D154CB4E51B796
26,641007048,0,9ABB8A91DF720FC3B3C5EADA82A3692C573E984D
26,641007049,0,B5C06C79F30CE8545BD6837D6436316E706ECA04
26,641007050,0,ED01BA145609D6865ADB91A4C273B07B8790956A
26,641007051,0,9A4503D62DF8D1D0E8B4A7A54BB36379578E1B28
