0x587b	;
0xf44f	0xddbd	;
0xf450	0xddbe	;
0xf451	0xddbf	;
0xf452	0xddc0	;
0xf453	0xddc1	;
0xf454	0xddc2	;
0xf455	0xddc3	;
0xf456	0xddc4	;
0xf457	0xddc5	;
0xf458	0xddc6	;
0xf459	0xddc7	;
0xf45a	0xddc8	;
0xf45b	0xddc9	;
0xf45c	0xddca	;
0xf45d	0xddcb	;
0xf45e	0xddcc	;
0xf45f	0xddcd	;
0xf460	0xddce	;
0xf461	0xddcf	;
0xf462	0xddd0	;
0xf463	0xddd1	;
0xf464	0xddd2	;
0xf465	0xddd3	;
0xf466	0xddd4	;
0xf467	0xddd5	;
0xf468	0xddd6	;
0xf469	0xddd7	;
0xf46a	0xddd8	;
0xf46b	0xddd9	;
0xf46c	0xddda	;
0xf46d	0xdddb	;
0xf46e	0xdddc	;
0xf46f	0xdddd	;
0xf470	0xddde	;
0xf471	0xdddf	;
0xf472	0xdde0	;
0xf473	0xdde1	;
0xf474	0xdde2	;
0xf475	0xdde3	;
0xf476	0xdde4	;
0xf477	0xdde5	;
0xf478	0xdde6	;
0xf479	0xdde7	;
0xf47a	0xdde8	;
0xf47b	0xdde9	;
0xf47c	0xddea	;
0xf47d	0xddeb	;
0xf47e	0xddec	;
0xf47f	0xdded	;
0xf480	0xddee	;
0xf481	0xddef	;
0xf482	0xddf0	;
0xf483	0xddf1	;
0xf484	0xddf2	;
0xf485	0xddf3	;
0xf486	0xddf4	;
0xf487	0xddf5	;
0xf488	0xddf6	;
0xf489	0xddf7	;
0xf48a	0xddf8	;
0xf48b	0xddf9	;
0xf48c	0xddfa	;
0xf48d	0xddfb	;
0xf48e	0xddfc	;
0xf48f	0xddfd	;
0xf490	0xde41	;
0xf491	0xde42	;
0xf492	0xde43	;
0xf493	0xde44	;
0xf494	0xde45	;
0xf495	0xde46	;
0xf496	0xde47	;
0xf497	0xde48	;
0xf498	0xde49	;
0xf499	0xde4a	;
0xf49a	0xde4b	;
0xf49b	0xde4c	;
0xf49c	0xde4d	;
0xf49d	0xde4e	;
0xf49e	0xde4f	;
0xf49f	0xde50	;
0xf4a0	0xde51	;
0xf4a1	0xde52	;
0xf4a2	0xde53	;
0xf4a3	0xde54	;
0xf4a4	0xde55	;
0xf4a5	0xde56	;
0xf4a6	0xde57	;
0xf4a7	0xde58	;
0xf4a8	0xde59	;
0xf4a9	0xde5a	;
0xf4aa	0xde5b	;
0xf4ab	0xde5c	;
0xf4ac	0xde5d	;
0xf4ad	0xde5e	;
0xf4ae	0xde5f	;
0xf4af	0xde60	;
0xf4b0	0xde61	;
0xf4b1	0xde62	;
0xf4b2	0xde63	;
0xf4b3	0xde64	;
0xf4b4	0xde65	;
0xf4b5	0xde66	;
0xf4b6	0xde67	;
0xf4b7	0xde68	;
0xf4b8	0xde69	;
0xf4b9	0xde6a	;
0xf4ba	0xde6b	;
0xf4bb	0xde6c	;
0xf4bc	0xde6d	;
0xf4bd	0xde6e	;
0xf4be	0xde6f	;
0xf4bf	0xde70	;
0xf4c0	0xde71	;
0xf4c1	0xde72	;
0xf4c2	0xde73	;
0xf4c3	0xde74	;
0xf4c4	0xde75	;
0xf4c5	0xde76	;
0xf4c6	0xde77	;
0xf4c7	0xde78	;
0xf4c8	0xde79	;
0xf4c9	0xde7a	;
0xf4ca	0xde7b	;
0xf4cb	0xde7c	;
0xf4cc	0xde7d	;
0xf4cd	0xde7e	;
0xf4ce	0xde7f	;
0xf4cf	0xde81	;
0xf4d0	0xde82	;
0xf4d1	0xde83	;
0xf4d2	0xde84	;
0xf4d3	0xde85	;
0xf4d4	0xde86	;
0xf4d5	0xde87	;
0xf4d6	0xde88	;
0xf4d7	0xde89	;
0xf4d8	0xde8a	;
0xf4d9	0xde8b	;
0xf4da	0xde8c	;
0xf4db	0xde8d	;
0xf4dc	0xde8e	;
0xf4dd	0xde8f	;
0xf4de	0xde90	;
0xf4df	0xde91	;
0xf4e0	0xde92	;
0xf4e1	0xde93	;
0xf4e2	0xde94	;
0xf4e3	0xde95	;
0xf4e4	0xde96	;
0xf4e5	0xde97	;
0xf4e6	0xde98	;
0xf4e7	0xde99	;
0xf4e8	0xde9a	;
0xf4e9	0xde9b	;
0xf4ea	0xde9c	;
0xf4eb	0xde9d	;
0xf4ec	0xde9e	;
0xf4ed	0xde9f	;
0xf4ee	0xdea0	;
0xf4ef	0xdea1	;
0xf4f0	0xdea2	;
0xf4f1	0xdea3	;
0xf4f2	0xdea4	;
0xf4f3	0xdea5	;
0xf4f4	0xdea6	;
0xf4f5	0xdea7	;
0xf4f6	0xdea8	;
0xf4f7	0xdea9	;
0xf4f8	0xdeaa	;
0xf4f9	0xdeab	;
0xf4fa	0xdeac	;
0xf4fb	0xdead	;
0xf4fc	0xdeae	;
0xf4fd	0xdeaf	;
0xf4fe	0xdeb0	;
0xf500	0xdeb2	;
0xf501	0xdeb3	;
0xf502	0xdeb4	;
0xf503	0xdeb5	;
0xf504	0xdeb6	;
0xf505	0xdeb7	;
0xf506	0xdeb8	;
0xf507	0xdeb9	;
0xf508	0xdeba	;
0xf509	0xdebb	;
0xf50a	0xdebc	;
0xf50b	0xdebd	;
0xf50c	0xdebe	;
0xf50d	0xdebf	;
0xf50e	0xdec0	;
0xf50f	0xdec1	;
0xf510	0xdec2	;
0xf511	0xdec3	;
0xf512	0xdec4	;
0xf513	0xdec5	;
0xf514	0xdec6	;
0xf515	0xdec7	;
0xf516	0xdec8	;
0xf517	0xdec9	;
0xf518	0xdeca	;
0xf519	0xdecb	;
0xf51a	0xdecc	;
0xf51b	0xdecd	;
0xf51c	0xdece	;
0xf51d	0xdecf	;
0xf51e	0xded0	;
0xf51f	0xded1	;
0xf520	0xded2	;
0xf521	0xded3	;
0xf522	0xded4	;
0xf523	0xded5	;
0xf524	0xded6	;
0xf525	0xded7	;
0xf526	0xded8	;
0xf527	0xded9	;
0xf528	0xdeda	;
0xf529	0xdedb	;
0xf52a	0xdedc	;
0xf52b	0xdedd	;
0xf52c	0xdede	;
0xf52d	0xdedf	;
0xf52e	0xdee0	;
0xf52f	0xdee1	;
0xf530	0xdee2	;
0xf531	0xdee3	;
0xf532	0xdee4	;
0xf533	0xdee5	;
0xf534	0xdee6	;
0xf535	0xdee7	;
0xf536	0xdee8	;
0xf537	0xdee9	;
0xf538	0xdeea	;
0xf539	0xdeeb	;
0xf53a	0xdeec	;
0xf53b	0xdeed	;
0xf53c	0xdeee	;
0xf53d	0xdeef	;
0xf53e	0xdef0	;
0xf53f	0xdef1	;
0xf540	0xdef2	;
0xf541	0xdef3	;
0xf542	0xdef4	;
0xf543	0xdef5	;
0xf544	0xdef6	;
0xf545	0xdef7	;
0xf546	0xdef8	;
0xf547	0xdef9	;
0xf548	0xdefa	;
0xf549	0xdefb	;
0xf54a	0xdefc	;
0xf54b	0xdefd	;
0xf54c	0xdf41	;
0xf54d	0xdf42	;
0xf54e	0xdf43	;
0xf54f	0xdf44	;
0xf550	0xdf45	;
0xf551	0xdf46	;
0xf552	0xdf47	;
0xf553	0xdf48	;
0xf554	0xdf49	;
0xf555	0xdf4a	;
0xf556	0xdf4b	;
0xf557	0xdf4c	;
0xf558	0xdf4d	;
0xf559	0xdf4e	;
0xf55a	0xdf4f	;
0xf55b	0xdf50	;
0xf55c	0xdf51	;
0xf55d	0xdf52	;
0xf55e	0xdf53	;
0xf55f	0xdf54	;
0xf560	0xdf55	;
0xf561	0xdf56	;
0xf562	0xdf57	;
0xf563	0xdf58	;
0xf564	0xdf59	;
0xf565	0xdf5a	;
0xf566	0xdf5b	;
0xf567	0xdf5c	;
0xf568	0xdf5d	;
0xf569	0xdf5e	;
0xf56a	0xdf5f	;
0xf56b	0xdf60	;
0xf56c	0xdf61	;
0xf56d	0xdf62	;
0xf56e	0xdf63	;
0xf56f	0xdf64	;
0xf570	0xdf65	;
0xf571	0xdf66	;
0xf572	0xdf67	;
0xf573	0xdf68	;
0xf574	0xdf69	;
0xf575	0xdf6a	;
0xf576	0xdf6b	;
0xf577	0xdf6c	;
0xf578	0xdf6d	;
0xf579	0xdf6e	;
0xf57a	0xdf6f	;
0xf57b	0xdf70	;
0xf57c	0xdf71	;
0xf57d	0xdf72	;
0xf57e	0xdf73	;
0xf57f	0xdf74	;
0xf580	0xdf75	;
0xf581	0xdf76	;
0xf582	0xdf77	;
0xf583	0xdf78	;
0xf584	0xdf79	;
0xf585	0xdf7a	;
0xf586	0xdf7b	;
0xf587	0xdf7c	;
0xf588	0xdf7d	;
0xf589	0xdf7e	;
0xf58a	0xdf7f	;
0xf58b	0xdf81	;
0xf58c	0xdf82	;
0xf58d	0xdf83	;
0xf58e	0xdf84	;
0xf58f	0xdf85	;
0xf590	0xdf86	;
0xf591	0xdf87	;
0xf592	0xdf88	;
0xf593	0xdf89	;
0xf594	0xdf8a	;
0xf595	0xdf8b	;
0xf596	0xdf8c	;
0xf597	0xdf8d	;
0xf598	0xdf8e	;
0xf599	0xdf8f	;
0xf59a	0xdf90	;
0xf59b	0xdf91	;
0xf59c	0xdf92	;
0xf59d	0xdf93	;
0xf59e	0xdf94	;
0xf59f	0xdf95	;
0xf5a0	0xdf96	;
0xf5a1	0xdf97	;
0xf5a2	0xdf98	;
0xf5a3	0xdf99	;
0xf5a4	0xdf9a	;
0xf5a5	0xdf9b	;
0xf5a6	0xdf9c	;
0xf5a7	0xdf9d	;
0xf5a8	0xdf9e	;
0xf5a9	0xdf9f	;
0xf5aa	0xdfa0	;
0xf5ab	0xdfa1	;
0xf5ac	0xdfa2	;
0xf5ad	0xdfa3	;
0xf5ae	0xdfa4	;
0xf5af	0xdfa5	;
0xf5b0	0xdfa6	;
0xf5b1	0xdfa7	;
0xf5b2	0xdfa8	;
0xf5b3	0xdfa9	;
0xf5b4	0xdfaa	;
0xf5b5	0xdfab	;
0xf5b6	0xdfac	;
0xf5b7	0xdfad	;
0xf5b8	0xdfae	;
0xf5b9	0xdfaf	;
0xf5ba	0xdfb0	;
0xf5bb	0xdfb1	;
0xf5bc	0xdfb2	;
0xf5bd	0xdfb3	;
0xf5be	0xdfb4	;
0xf5bf	0xdfb5	;
0xf5c0	0xdfb6	;
0xf5c1	0xdfb7	;
0xf5c2	0xdfb8	;
0xf5c3	0xdfb9	;
0xf5c4	0xdfba	;
0xf5c5	0xdfbb	;
0xf5c6	0xdfbc	;
0xf5c7	0xdfbd	;
0xf5c8	0xdfbe	;
0xf5c9	0xdfbf	;
0xf5ca	0xdfc0	;
0xf5cb	0xdfc1	;
0xf5cc	0xdfc2	;
0xf5cd	0xdfc3	;
0xf5ce	0xdfc4	;
0xf5cf	0xdfc5	;
0xf5d0	0xdfc6	;
0xf5d1	0xdfc7	;
0xf5d2	0xdfc8	;
0xf5d3	0xdfc9	;
0xf5d4	0xdfca	;
0xf5d5	0xdfcb	;
0xf5d6	0xdfcc	;
0xf5d7	0xdfcd	;
0xf5d8	0xdfce	;
0xf5d9	0xdfcf	;
0xf5da	0xdfd0	;
0xf5db	0xdfd1	;
0xf5dc	0xdfd2	;
0xf5dd	0xdfd3	;
0xf5de	0xdfd4	;
0xf5df	0xdfd5	;
0xf5e0	0xdfd6	;
0xf5e1	0xdfd7	;
0xf5e2	0xdfd8	;
0xf5e3	0xdfd9	;
0xf5e4	0xdfda	;
0xf5e5	0xdfdb	;
0xf5e6	0xdfdc	;
0xf5e7	0xdfdd	;
0xf5e8	0xdfde	;
0xf5e9	0xdfdf	;
0xf5ea	0xdfe0	;
0xf5eb	0xdfe1	;
0xf5ec	0xdfe2	;
0xf5ed	0xdfe3	;
0xf5ee	0xdfe4	;
0xf5ef	0xdfe5	;
0xf5f0	0xdfe6	;
0xf5f1	0xdfe7	;
0xf5f2	0xdfe8	;
0xf5f3	0xdfe9	;
0xf5f4	0xdfea	;
0xf5f5	0xdfeb	;
0xf5f6	0xdfec	;
0xf5f7	0xdfed	;
0xf5f8	0xdfee	;
0xf5f9	0xdfef	;
0xf5fa	0xdff0	;
0xf5fb	0xdff1	;
0xf5fc	0xdff2	;
0xf5fd	0xdff3	;
0xf5fe	0xdff4	;
0xf600	0xdff6	;
0xf601	0xdff7	;
0xf602	0xdff8	;
0xf603	0xdff9	;
0xf604	0xdffa	;
0xf605	0xdffb	;
0xf606	0xdffc	;
0xf607	0xdffd	;
0xf608	0xe041	;
0xf609	0xe042	;
0xf60a	0xe043	;
0xf60b	0xe044	;
0xf60c	0xe045	;
0xf60d	0xe046	;
0xf60e	0xe047	;
0xf60f	0xe048	;
0xf610	0xe049	;
0xf611	0xe04a	;
0xf612	0xe04b	;
0xf613	0xe04c	;
0xf614	0xe04d	;
0xf615	0xe04e	;
0xf616	0xe04f	;
0xf617	0xe050	;
0xf618	0xe051	;
0xf619	0xe052	;
0xf61a	0xe053	;
0xf61b	0xe054	;
0xf61c	0xe055	;
0xf61d	0xe056	;
0xf61e	0xe057	;
0xf61f	0xe058	;
0xf620	0xe059	;
0xf621	0xe05a	;
0xf622	0xe05b	;
0xf623	0xe05c	;
0xf624	0xe05d	;
0xf625	0xe05e	;
0xf626	0xe05f	;
0xf627	0xe060	;
0xf628	0xe061	;
0xf629	0xe062	;
0xf62a	0xe063	;
0xf62b	0xe064	;
0xf62c	0xe065	;
0xf62d	0xe066	;
0xf62e	0xe067	;
0xf62f	0xe068	;
0xf630	0xe069	;
0xf631	0xe06a	;
0xf632	0xe06b	;
0xf633	0xe06c	;
0xf634	0xe06d	;
0xf635	0xe06e	;
0xf636	0xe06f	;
0xf637	0xe070	;
0xf638	0xe071	;
0xf639	0xe072	;
0xf63a	0xe073	;
0xf63b	0xe074	;
0xf63c	0xe075	;
0xf63d	0xe076	;
0xf63e	0xe077	;
0xf63f	0xe078	;
0xf640	0xe079	;
0xf641	0xe07a	;
0xf642	0xe07b	;
0xf643	0xe07c	;
0xf644	0xe07d	;
0xf645	0xe07e	;
0xf646	0xe07f	;
0xf647	0xe081	;
0xf648	0xe082	;
0xf649	0xe083	;
0xf64a	0xe084	;
0xf64b	0xe085	;
0xf64c	0xe086	;
0xf64d	0xe087	;
0xf64e	0xe088	;
0xf64f	0xe089	;
0xf650	0xe08a	;
0xf651	0xe08b	;
0xf652	0xe08c	;
0xf653	0xe08d	;
0xf654	0xe08e	;
0xf655	0xe08f	;
0xf656	0xe090	;
0xf657	0xe091	;
0xf658	0xe092	;
0xf659	0xe093	;
0xf65a	0xe094	;
0xf65b	0xe095	;
0xf65c	0xe096	;
0xf65d	0xe097	;
0xf65e	0xe098	;
0xf65f	0xe099	;
0xf660	0xe09a	;
0xf661	0xe09b	;
0xf662	0xe09c	;
0xf663	0xe09d	;
0xf664	0xe09e	;
0xf665	0xe09f	;
0xf666	0xe0a0	;
0xf667	0xe0a1	;
0xf668	0xe0a2	;
0xf669	0xe0a3	;
0xf66a	0xe0a4	;
0xf66b	0xe0a5	;
0xf66c	0xe0a6	;
0xf66d	0xe0a7	;
0xf66e	0xe0a8	;
0xf66f	0xe0a9	;
0xf670	0xe0aa	;
0xf671	0xe0ab	;
0xf672	0xe0ac	;
0xf673	0xe0ad	;
0xf674	0xe0ae	;
0xf675	0xe0af	;
0xf676	0xe0b0	;
0xf677	0xe0b1	;
0xf678	0xe0b2	;
0xf679	0xe0b3	;
0xf67a	0xe0b4	;
0xf67b	0xe0b5	;
0xf67c	0xe0b6	;
0xf67d	0xe0b7	;
0xf67e	0xe0b8	;
0xf67f	0xe0b9	;
0xf680	0xe0ba	;
0xf681	0xe0bb	;
0xf682	0xe0bc	;
0xf683	0xe0bd	;
0xf684	0xe0be	;
0xf685	0xe0bf	;
0xf686	0xe0c0	;
0xf687	0xe0c1	;
0xf688	0xe0c2	;
0xf689	0xe0c3	;
0xf68a	0xe0c4	;
0xf68b	0xe0c5	;
0xf68c	0xe0c6	;
0xf68d	0xe0c7	;
0xf68e	0xe0c8	;
0xf68f	0xe0c9	;
0xf690	0xe0ca	;
0xf691	0xe0cb	;
0xf692	0xe0cc	;
0xf693	0xe0cd	;
0xf694	0xe0ce	;
0xf695	0xe0cf	;
0xf696	0xe0d0	;
0xf697	0xe0d1	;
0xf698	0xe0d2	;
0xf699	0xe0d3	;
0xf69a	0xe0d4	;
0xf69b	0xe0d5	;
0xf69c	0xe0d6	;
0xf69d	0xe0d7	;
0xf69e	0xe0d8	;
0xf69f	0xe0d9	;
0xf6a0	0xe0da	;
0xf6a1	0xe0db	;
0xf6a2	0xe0dc	;
0xf6a3	0xe0dd	;
0xf6a4	0xe0de	;
0xf6a5	0xe0df	;
0xf6a6	0xe0e0	;
0xf6a7	0xe0e1	;
0xf6a8	0xe0e2	;
0xf6a9	0xe0e3	;
0xf6aa	0xe0e4	;
0xf6ab	0xe0e5	;
0xf6ac	0xe0e6	;
0xf6ad	0xe0e7	;
0xf6ae	0xe0e8	;
0xf6af	0xe0e9	;
0xf6b0	0xe0ea	;
0xf6b1	0xe0eb	;
0xf6b2	0xe0ec	;
0xf6b3	0xe0ed	;
0xf6b4	0xe0ee	;
0xf6b5	0xe0ef	;
0xf6b6	0xe0f0	;
0xf6b7	0xe0f1	;
0xf6b8	0xe0f2	;
0xf6b9	0xe0f3	;
0xf6ba	0xe0f4	;
0xf6bb	0xe0f5	;
0xf6bc	0xe0f6	;
0xf6bd	0xe0f7	;
0xf6be	0xe0f8	;
0xf6bf	0xe0f9	;
0xf6c0	0xe0fa	;
0xf6c1	0xe0fb	;
0xf6c2	0xe0fc	;
0xf6c3	0xe0fd	;
0xf6c4	0xe141	;
0xf6c5	0xe142	;
0xf6c6	0xe143	;
0xf6c7	0xe144	;
0xf6c8	0xe145	;
0xf6c9	0xe146	;
0xf6ca	0xe147	;
0xf6cb	0xe148	;
0xf6cc	0xe149	;
0xf6cd	0xe14a	;
0xf6ce	0xe14b	;
0xf6cf	0xe14c	;
0xf6d0	0xe14d	;
0xf6d1	0xe14e	;
0xf6d2	0xe14f	;
0xf6d3	0xe150	;
0xf6d4	0xe151	;
0xf6d5	0xe152	;
0xf6d6	0xe153	;
0xf6d7	0xe154	;
0xf6d8	0xe155	;
0xf6d9	0xe156	;
0xf6da	0xe157	;
0xf6db	0xe158	;
0xf6dc	0xe159	;
0xf6dd	0xe15a	;
0xf6de	0xe15b	;
0xf6df	0xe15c	;
0xf6e0	0xe15d	;
0xf6e1	0xe15e	;
0xf6e2	0xe15f	;
0xf6e3	0xe160	;
0xf6e4	0xe161	;
0xf6e5	0xe162	;
0xf6e6	0xe163	;
0xf6e7	0xe164	;
0xf6e8	0xe165	;
0xf6e9	0xe166	;
0xf6ea	0xe167	;
0xf6eb	0xe168	;
0xf6ec	0xe169	;
0xf6ed	0xe16a	;
0xf6ee	0xe16b	;
0xf6ef	0xe16c	;
0xf6f0	0xe16d	;
0xf6f1	0xe16e	;
0xf6f2	0xe16f	;
0xf6f3	0xe170	;
0xf6f4	0xe171	;
0xf6f5	0xe172	;
0xf6f6	0xe173	;
0xf6f7	0xe174	;
0xf6f8	0xe175	;
0xf6f9	0xe176	;
0xf6fa	0xe177	;
0xf6fb	0xe178	;
0xf6fc	0xe179	;
0xf6fd	0xe17a	;
0xf6fe	0xe17b	;
0xf700	0xe17d	;
0xf701	0xe17e	;
0xf702	0xe17f	;
0xf703	0xe181	;
0xf704	0xe182	;
0xf705	0xe183	;
0xf706	0xe184	;
0xf707	0xe185	;
0xf708	0xe186	;
0xf709	0xe187	;
0xf70a	0xe188	;
0xf70b	0xe189	;
0xf70c	0xe18a	;
0xf70d	0xe18b	;
0xf70e	0xe18c	;
0xf70f	0xe18d	;
0xf710	0xe18e	;
0xf711	0xe18f	;
0xf712	0xe190	;
0xf713	0xe191	;
0xf714	0xe192	;
0xf715	0xe193	;
0xf716	0xe194	;
0xf717	0xe195	;
0xf718	0xe196	;
0xf719	0xe197	;
0xf71a	0xe198	;
0xf71b	0xe199	;
0xf71c	0xe19a	;
0xf71d	0xe19b	;
0xf71e	0xe19c	;
0xf71f	0xe19d	;
0xf720	0xe19e	;
0xf721	0xe19f	;
0xf722	0xe1a0	;
0xf723	0xe1a1	;
0xf724	0xe1a2	;
0xf725	0xe1a3	;
0xf726	0xe1a4	;
0xf727	0xe1a5	;
0xf728	0xe1a6	;
0xf729	0xe1a7	;
0xf72a	0xe1a8	;
0xf72b	0xe1a9	;
0xf72c	0xe1aa	;
0xf72d	0xe1ab	;
0xf72e	0xe1ac	;
0xf72f	0xe1ad	;
0xf730	0xe1ae	;
0xf731	0xe1af	;
0xf732	0xe1b0	;
0xf733	0xe1b1	;
0xf734	0xe1b2	;
0xf735	0xe1b3	;
0xf736	0xe1b4	;
0xf737	0xe1b5	;
0xf738	0xe1b6	;
0xf739	0xe1b7	;
0xf73a	0xe1b8	;
0xf73b	0xe1b9	;
0xf73c	0xe1ba	;
0xf73d	0xe1bb	;
0xf73e	0xe1bc	;
0xf73f	0xe1bd	;
0xf740	0xe1be	;
0xf741	0xe1bf	;
0xf742	0xe1c0	;
0xf743	0xe1c1	;
0xf744	0xe1c2	;
0xf745	0xe1c3	;
0xf746	0xe1c4	;
0xf747	0xe1c5	;
0xf748	0xe1c6	;
0xf749	0xe1c7	;
0xf74a	0xe1c8	;
0xf74b	0xe1c9	;
0xf74c	0xe1ca	;
0xf74d	0xe1cb	;
0xf74e	0xe1cc	;
0xf74f	0xe1cd	;
0xf750	0xe1ce	;
0xf751	0xe1cf	;
0xf752	0xe1d0	;
0xf753	0xe1d1	;
0xf754	0xe1d2	;
0xf755	0xe1d3	;
0xf756	0xe1d4	;
0xf757	0xe1d5	;
0xf758	0xe1d6	;
0xf759	0xe1d7	;
0xf75a	0xe1d8	;
0xf75b	0xe1d9	;
0xf75c	0xe1da	;
0xf75d	0xe1db	;
0xf75e	0xe1dc	;
0xf75f	0xe1dd	;
0xf760	0xe1de	;
0xf761	0xe1df	;
0xf762	0xe1e0	;
0xf763	0xe1e1	;
0xf764	0xe1e2	;
0xf765	0xe1e3	;
0xf766	0xe1e4	;
0xf767	0xe1e5	;
0xf768	0xe1e6	;
0xf769	0xe1e7	;
0xf76a	0xe1e8	;
0xf76b	0xe1e9	;
0xf76c	0xe1ea	;
0xf76d	0xe1eb	;
0xf76e	0xe1ec	;
0xf76f	0xe1ed	;
0xf770	0xe1ee	;
0xf771	0xe1ef	;
0xf772	0xe1f0	;
0xf773	0xe1f1	;
0xf774	0xe1f2	;
0xf775	0xe1f3	;
0xf776	0xe1f4	;
0xf777	0xe1f5	;
0xf778	0xe1f6	;
0xf779	0xe1f7	;
0xf77a	0xe1f8	;
0xf77b	0xe1f9	;
0xf77c	0xe1fa	;
0xf77d	0xe1fb	;
0xf77e	0xe1fc	;
0xf77f	0xe1fd	;
0xf780	0xe241	;
0xf781	0xe242	;
0xf782	0xe243	;
0xf783	0xe244	;
0xf784	0xe245	;
0xf785	0xe246	;
0xf786	0xe247	;
0xf787	0xe248	;
0xf788	0xe249	;
0xf789	0xe24a	;
0xf78a	0xe24b	;
0xf78b	0xe24c	;
0xf78c	0xe24d	;
0xf78d	0xe24e	;
0xf78e	0xe24f	;
0xf78f	0xe250	;
0xf790	0xe251	;
0xf791	0xe252	;
0xf792	0xe253	;
0xf793	0xe254	;
0xf794	0xe255	;
0xf795	0xe256	;
0xf796	0xe257	;
0xf797	0xe258	;
0xf798	0xe259	;
0xf799	0xe25a	;
0xf79a	0xe25b	;
0xf79b	0xe25c	;
0xf79c	0xe25d	;
0xf79d	0xe25e	;
0xf79e	0xe25f	;
0xf79f	0xe260	;
0xf7a0	0xe261	;
0xf7a1	0xe262	;
0xf7a2	0xe263	;
0xf7a3	0xe264	;
0xf7a4	0xe265	;
0xf7a5	0xe266	;
0xf7a6	0xe267	;
0xf7a7	0xe268	;
0xf7a8	0xe269	;
0xf7a9	0xe26a	;
0xf7aa	0xe26b	;
0xf7ab	0xe26c	;
0xf7ac	0xe26d	;
0xf7ad	0xe26e	;
0xf7ae	0xe26f	;
0xf7af	0xe270	;
0xf7b0	0xe271	;
0xf7b1	0xe272	;
0xf7b2	0xe273	;
0xf7b3	0xe274	;
0xf7b4	0xe275	;
0xf7b5	0xe276	;
0xf7b6	0xe277	;
0xf7b7	0xe278	;
0xf7b8	0xe279	;
0xf7b9	0xe27a	;
0xf7ba	0xe27b	;
0xf7bb	0xe27c	;
0xf7bc	0xe27d	;
0xf7bd	0xe27e	;
0xf7be	0xe27f	;
0xf7bf	0xe281	;
0xf7c0	0xe282	;
0xf7c1	0xe283	;
0xf7c2	0xe284	;
0xf7c3	0xe285	;
0xf7c4	0xe286	;
0xf7c5	0xe287	;
0xf7c6	0xe288	;
0xf7c7	0xe289	;
0xf7c8	0xe28a	;
0xf7c9	0xe28b	;
0xf7ca	0xe28c	;
0xf7cb	0xe28d	;
0xf7cc	0xe28e	;
0xf7cd	0xe28f	;
0xf7ce	0xe290	;
0xf7cf	0xe291	;
0xf7d0	0xe292	;
0xf7d1	0xe293	;
0xf7d2	0xe294	;
0xf7d3	0xe295	;
0xf7d4	0xe296	;
0xf7d5	0xe297	;
0xf7d6	0xe298	;
0xf7d7	0xe299	;
0xf7d8	0xe29a	;
0xf7d9	0xe29b	;
0xf7da	0xe29c	;
0xf7db	0xe29d	;
0xf7dc	0xe29e	;
0xf7dd	0xe29f	;
0xf7de	0xe2a0	;
0xf7df	0xe2a1	;
0xf7e0	0xe2a2	;
0xf7e1	0xe2a3	;
0xf7e2	0xe2a4	;
0xf7e3	0xe2a5	;
0xf7e4	0xe2a6	;
0xf7e5	0xe2a7	;
0xf7e6	0xe2a8	;
0xf7e7	0xe2a9	;
0xf7e8	0xe2aa	;
0xf7e9	0xe2ab	;
0xf7ea	0xe2ac	;
0xf7eb	0xe2ad	;
0xf7ec	0xe2ae	;
0xf7ed	0xe2af	;
0xf7ee	0xe2b0	;
0xf7ef	0xe2b1	;
0xf7f0	0xe2b2	;
0xf7f1	0xe2b3	;
0xf7f2	0xe2b4	;
0xf7f3	0xe2b5	;
0xf7f4	0xe2b6	;
0xf7f5	0xe2b7	;
0xf7f6	0xe2b8	;
0xf7f7	0xe2b9	;
0xf7f8	0xe2ba	;
0xf7f9	0xe2bb	;
0xf7fa	0xe2bc	;
0xf7fb	0xe2bd	;
0xf7fc	0xe2be	;
0xf7fd	0xe2bf	;
0xf7fe	0xe2c0	;
0xf800	0xe2c2	;
0xf801	0xe2c3	;
0xf802	0xe2c4	;
0xf803	0xe2c5	;
0xf804	0xe2c6	;
0xf805	0xe2c7	;
0xf806	0xe2c8	;
0xf807	0xe2c9	;
0xf808	0xe2ca	;
0xf809	0xe2cb	;
0xf80a	0xe2cc	;
0xf80b	0xe2cd	;
0xf80c	0xe2ce	;
0xf80d	0xe2cf	;
0xf80e	0xe2d0	;
0xf80f	0xe2d1	;
0xf810	0xe2d2	;
0xf811	0xe2d3	;
0xf812	0xe2d4	;
0xf813	0xe2d5	;
0xf814	0xe2d6	;
0xf815	0xe2d7	;
0xf816	0xe2d8	;
0xf817	0xe2d9	;
0xf818	0xe2da	;
0xf819	0xe2db	;
0xf81a	0xe2dc	;
0xf81b	0xe2dd	;
0xf81c	0xe2de	;
0xf81d	0xe2df	;
0xf81e	0xe2e0	;
0xf81f	0xe2e1	;
0xf820	0xe2e2	;
0xf821	0xe2e3	;
0xf822	0xe2e4	;
0xf823	0xe2e5	;
0xf824	0xe2e6	;
0xf825	0xe2e7	;
0xf826	0xe2e8	;
0xf827	0xe2e9	;
0xf828	0xe2ea	;
0xf829	0xe2eb	;
0xf82a	0xe2ec	;
0xf82b	0xe2ed	;
0xf82c	0xe2ee	;
0xf82d	0xe2ef	;
0xf82e	0xe2f0	;
0xf82f	0xe2f1	;
0xf830	0xe2f2	;
0xf831	0xe2f3	;
0xf832	0xe2f4	;
0xf833	0xe2f5	;
